fecha,comentario,estrellas,tokens,tokens_clean
27/01/2025,Dirty lying robbing scammers using a scam advertising property as available take.your money instantly from bank account then send email saying its fully booked their refund protocol takes 15 days to return your stolen money then they re advertise it instantly to another mug take their money they do this up to 50 people per day NEVER USE AIRBNB FIND THE HOST BOOK DIRECTLY THES3 ARE JUST DIRTY LYING ROBBING SCAMMING BASTARDS,1/5,"['Dirty', 'lying', 'robbing', 'scammers', 'using', 'a', 'scam', 'advertising', 'property', 'as', 'available', 'take.your', 'money', 'instantly', 'from', 'bank', 'account', 'then', 'send', 'email', 'saying', 'its', 'fully', 'booked', 'their', 'refund', 'protocol', 'takes', '15', 'days', 'to', 'return', 'your', 'stolen', 'money', 'then', 'they', 're', 'advertise', 'it', 'instantly', 'to', 'another', 'mug', 'take', 'their', 'money', 'they', 'do', 'this', 'up', 'to', '50', 'people', 'per', 'day', 'NEVER', 'USE', 'AIRBNB', 'FIND', 'THE', 'HOST', 'BOOK', 'DIRECTLY', 'THES3', 'ARE', 'JUST', 'DIRTY', 'LYING', 'ROBBING', 'SCAMMING', 'BASTARDS']","['dirty', 'lying', 'robbing', 'scammers', 'using', 'scam', 'advertising', 'property', 'available', 'money', 'instantly', 'bank', 'account', 'send', 'email', 'saying', 'fully', 'booked', 'refund', 'protocol', 'takes', 'days', 'return', 'stolen', 'money', 'advertise', 'instantly', 'another', 'mug', 'take', 'money', 'people', 'per', 'day', 'never', 'use', 'airbnb', 'find', 'host', 'book', 'directly', 'dirty', 'lying', 'robbing', 'scamming', 'bastards']"
27/01/2025,"An interesting way to make money: the Host lists a room that is actually just a hotel room, charges double the normal rate, and makes the reservation non-refundable.
@Airbnb
cannot issue a refund, and this is allowed under their Terms.",1/5,"['An', 'interesting', 'way', 'to', 'make', 'money', ':', 'the', 'Host', 'lists', 'a', 'room', 'that', 'is', 'actually', 'just', 'a', 'hotel', 'room', ',', 'charges', 'double', 'the', 'normal', 'rate', ',', 'and', 'makes', 'the', 'reservation', 'non-refundable', '.', '@', 'Airbnb', 'can', 'not', 'issue', 'a', 'refund', ',', 'and', 'this', 'is', 'allowed', 'under', 'their', 'Terms', '.']","['interesting', 'way', 'make', 'money', 'host', 'lists', 'room', 'actually', 'hotel', 'room', 'charges', 'double', 'normal', 'rate', 'makes', 'reservation', 'airbnb', 'issue', 'refund', 'allowed', 'terms']"
26/01/2025,Airbnb has literally taken ver 14000 after making on reservation on stays that aren’t even on my profile asked me to not take legal procedure and they will settle to now a month of bullcrap to say they will not fix this fraud and they got the money where I’m not able to evacuate if needed,1/5,"['Airbnb', 'has', 'literally', 'taken', 'ver', '14000', 'after', 'making', 'on', 'reservation', 'on', 'stays', 'that', 'aren', '’', 't', 'even', 'on', 'my', 'profile', 'asked', 'me', 'to', 'not', 'take', 'legal', 'procedure', 'and', 'they', 'will', 'settle', 'to', 'now', 'a', 'month', 'of', 'bullcrap', 'to', 'say', 'they', 'will', 'not', 'fix', 'this', 'fraud', 'and', 'they', 'got', 'the', 'money', 'where', 'I', '’', 'm', 'not', 'able', 'to', 'evacuate', 'if', 'needed']","['airbnb', 'literally', 'taken', 'ver', 'making', 'reservation', 'stays', 'even', 'profile', 'asked', 'take', 'legal', 'procedure', 'settle', 'month', 'bullcrap', 'say', 'fix', 'fraud', 'got', 'money', 'able', 'evacuate', 'needed']"
26/01/2025,"Terrible company to work with if anything goes wrong
Will never use air bnb again.
DO NOT RECOMMEND",1/5,"['Terrible', 'company', 'to', 'work', 'with', 'if', 'anything', 'goes', 'wrong', 'Will', 'never', 'use', 'air', 'bnb', 'again', '.', 'DO', 'NOT', 'RECOMMEND']","['terrible', 'company', 'work', 'anything', 'goes', 'wrong', 'never', 'use', 'air', 'bnb', 'recommend']"
25/01/2025,"I have been on the platform for over 5 years and for the first time I needed support. I arrived at the property and it was visible different to the photos, very dirty inside and outside of the rented room. The bath was impossible to use and my partner and I needed to go to a gym to be able to shower for the whole stay. After speaking with the host as soon as we arrived, and getting a very vague answer I contacted support within 24 hours and I felt even more unsupported, they could not understand properly what was my issue even if it was said on the phone and over message. After asking for a manager all the messages sent (at random times) were requesting an action giving me a limited time to answer, which made me feel even less cared. They offered to refund the cleaning fee and made it clear that I needed to be glad that they were doing that. After I sent a message where I made it obvious that I wasn't happy they just closed my case.
I am not looking for money, just my rights!",1/5,"['I', 'have', 'been', 'on', 'the', 'platform', 'for', 'over', '5', 'years', 'and', 'for', 'the', 'first', 'time', 'I', 'needed', 'support', '.', 'I', 'arrived', 'at', 'the', 'property', 'and', 'it', 'was', 'visible', 'different', 'to', 'the', 'photos', ',', 'very', 'dirty', 'inside', 'and', 'outside', 'of', 'the', 'rented', 'room', '.', 'The', 'bath', 'was', 'impossible', 'to', 'use', 'and', 'my', 'partner', 'and', 'I', 'needed', 'to', 'go', 'to', 'a', 'gym', 'to', 'be', 'able', 'to', 'shower', 'for', 'the', 'whole', 'stay', '.', 'After', 'speaking', 'with', 'the', 'host', 'as', 'soon', 'as', 'we', 'arrived', ',', 'and', 'getting', 'a', 'very', 'vague', 'answer', 'I', 'contacted', 'support', 'within', '24', 'hours', 'and', 'I', 'felt', 'even', 'more', 'unsupported', ',', 'they', 'could', 'not', 'understand', 'properly', 'what', 'was', 'my', 'issue', 'even', 'if', 'it', 'was', 'said', 'on', 'the', 'phone', 'and', 'over', 'message', '.', 'After', 'asking', 'for', 'a', 'manager', 'all', 'the', 'messages', 'sent', '(', 'at', 'random', 'times', ')', 'were', 'requesting', 'an', 'action', 'giving', 'me', 'a', 'limited', 'time', 'to', 'answer', ',', 'which', 'made', 'me', 'feel', 'even', 'less', 'cared', '.', 'They', 'offered', 'to', 'refund', 'the', 'cleaning', 'fee', 'and', 'made', 'it', 'clear', 'that', 'I', 'needed', 'to', 'be', 'glad', 'that', 'they', 'were', 'doing', 'that', '.', 'After', 'I', 'sent', 'a', 'message', 'where', 'I', 'made', 'it', 'obvious', 'that', 'I', 'was', ""n't"", 'happy', 'they', 'just', 'closed', 'my', 'case', '.', 'I', 'am', 'not', 'looking', 'for', 'money', ',', 'just', 'my', 'rights', '!']","['platform', 'years', 'first', 'time', 'needed', 'support', 'arrived', 'property', 'visible', 'different', 'photos', 'dirty', 'inside', 'outside', 'rented', 'room', 'bath', 'impossible', 'use', 'partner', 'needed', 'go', 'gym', 'able', 'shower', 'whole', 'stay', 'speaking', 'host', 'soon', 'arrived', 'getting', 'vague', 'answer', 'contacted', 'support', 'within', 'hours', 'felt', 'even', 'unsupported', 'could', 'understand', 'properly', 'issue', 'even', 'said', 'phone', 'message', 'asking', 'manager', 'messages', 'sent', 'random', 'times', 'requesting', 'action', 'giving', 'limited', 'time', 'answer', 'made', 'feel', 'even', 'less', 'cared', 'offered', 'refund', 'cleaning', 'fee', 'made', 'clear', 'needed', 'glad', 'sent', 'message', 'made', 'obvious', 'happy', 'closed', 'case', 'looking', 'money', 'rights']"
25/01/2025,"Waykiri Vacation Rentals - January 2025.
Worst “ocean view” misrepresentation in the history of travel lodgings. Instead of sea sounds, you wake to chickens in row houses. Ocean can be seen with telescope or binoculars. False representations on allergenic pillows. Pictures available for both.",1/5,"['Waykiri', 'Vacation', 'Rentals', '-', 'January', '2025', '.', 'Worst', '“', 'ocean', 'view', '”', 'misrepresentation', 'in', 'the', 'history', 'of', 'travel', 'lodgings', '.', 'Instead', 'of', 'sea', 'sounds', ',', 'you', 'wake', 'to', 'chickens', 'in', 'row', 'houses', '.', 'Ocean', 'can', 'be', 'seen', 'with', 'telescope', 'or', 'binoculars', '.', 'False', 'representations', 'on', 'allergenic', 'pillows', '.', 'Pictures', 'available', 'for', 'both', '.']","['waykiri', 'vacation', 'rentals', 'january', 'worst', 'ocean', 'view', 'misrepresentation', 'history', 'travel', 'lodgings', 'instead', 'sea', 'sounds', 'wake', 'chickens', 'row', 'houses', 'ocean', 'seen', 'telescope', 'binoculars', 'false', 'representations', 'allergenic', 'pillows', 'pictures', 'available']"
25/01/2025,"I am host for airbnb over 6 years, and they took a decision to refund a guest without my authorization, and I don't agree because the problem was solved in less than 2 hours, no life was at risk, no damages occurred, there was no electricity, water and supply cut. They simple decided to give refund with no clear evidences, and without asking me.",1/5,"['I', 'am', 'host', 'for', 'airbnb', 'over', '6', 'years', ',', 'and', 'they', 'took', 'a', 'decision', 'to', 'refund', 'a', 'guest', 'without', 'my', 'authorization', ',', 'and', 'I', 'do', ""n't"", 'agree', 'because', 'the', 'problem', 'was', 'solved', 'in', 'less', 'than', '2', 'hours', ',', 'no', 'life', 'was', 'at', 'risk', ',', 'no', 'damages', 'occurred', ',', 'there', 'was', 'no', 'electricity', ',', 'water', 'and', 'supply', 'cut', '.', 'They', 'simple', 'decided', 'to', 'give', 'refund', 'with', 'no', 'clear', 'evidences', ',', 'and', 'without', 'asking', 'me', '.']","['host', 'airbnb', 'years', 'took', 'decision', 'refund', 'guest', 'without', 'authorization', 'agree', 'problem', 'solved', 'less', 'hours', 'life', 'risk', 'damages', 'occurred', 'electricity', 'water', 'supply', 'cut', 'simple', 'decided', 'give', 'refund', 'clear', 'evidences', 'without', 'asking']"
24/01/2025,"What a JOKE. House says 180$ a night when you go to book it it's 586$ a night?? This is FALSE ADVERTISING. You guys are OPERATING ILLEGALLY.

10 years ago this was a cool app. Nowadays it's a SCAM.

HOMES ON THIS APP ARE NOT LIVABLE, AND MOST ARE GROSS.
MOLD AND TOXINS EVERYWHERE.

HOTELS ARE MY GO TO NOW. CANT WAIT TILL THIS APP AND VRBO CRASH AND BURN.

I AND MY WHOLE FAMILY WILL NEVER USE AIRBNB OR VRBO AGAIN. CHINESE SCAM ARTIST COMPANIES.",1/5,"['What', 'a', 'JOKE', '.', 'House', 'says', '180', '$', 'a', 'night', 'when', 'you', 'go', 'to', 'book', 'it', 'it', ""'s"", '586', '$', 'a', 'night', '?', '?', 'This', 'is', 'FALSE', 'ADVERTISING', '.', 'You', 'guys', 'are', 'OPERATING', 'ILLEGALLY', '.', '10', 'years', 'ago', 'this', 'was', 'a', 'cool', 'app', '.', 'Nowadays', 'it', ""'s"", 'a', 'SCAM', '.', 'HOMES', 'ON', 'THIS', 'APP', 'ARE', 'NOT', 'LIVABLE', ',', 'AND', 'MOST', 'ARE', 'GROSS', '.', 'MOLD', 'AND', 'TOXINS', 'EVERYWHERE', '.', 'HOTELS', 'ARE', 'MY', 'GO', 'TO', 'NOW', '.', 'CANT', 'WAIT', 'TILL', 'THIS', 'APP', 'AND', 'VRBO', 'CRASH', 'AND', 'BURN', '.', 'I', 'AND', 'MY', 'WHOLE', 'FAMILY', 'WILL', 'NEVER', 'USE', 'AIRBNB', 'OR', 'VRBO', 'AGAIN', '.', 'CHINESE', 'SCAM', 'ARTIST', 'COMPANIES', '.']","['joke', 'house', 'says', 'night', 'go', 'book', 'night', 'false', 'advertising', 'guys', 'operating', 'illegally', 'years', 'ago', 'cool', 'app', 'nowadays', 'scam', 'homes', 'app', 'livable', 'gross', 'mold', 'toxins', 'everywhere', 'hotels', 'go', 'cant', 'wait', 'till', 'app', 'vrbo', 'crash', 'burn', 'whole', 'family', 'never', 'use', 'airbnb', 'vrbo', 'chinese', 'scam', 'artist', 'companies']"
24/01/2025,"I’ve been a loyal Airbnb user for over 8 years, but this last trip was the final straw that led me to close my account. My family’s vacation turned into a stressful ordeal, primarily because the host’s property was far from child-safe.
• Unsafe Furniture: None of the furniture was secured to the walls. When my 1-year-old tried to open a drawer, the whole piece nearly toppled over and actually fell on her once. We had to keep constant watch to prevent any further accidents.
• Injury from Pool Card: To make matters worse, a metal clip attached to the swimming pool access card ended up striking my 1-year-old’s eye, leaving it bruised. We were extremely concerned about potential vision damage.
• Host’s False Damage Claims: The host accused us of damaging the apartment and demanded money, yet never provided any proof. I refused to pay and raised these serious safety concerns with Airbnb.
• Airbnb’s Lack of Support: Despite my clear evidence of safety issues, Airbnb took the host’s side, showed no real concern for our family’s well-being, and ultimately did nothing to address the situation. The host even posted a negative review on my profile, and Airbnb refused to remove it—demonstrating they care more about profits than about prioritizing guests’ safety and peace of mind.

Given these experiences, I can’t, in good conscience, continue using Airbnb. Our family’s safety should be paramount, but it became evident that was not Airbnb’s priority. I’ve chosen to delete my profile and will never book through Airbnb again. If you’re traveling with children—or value proper customer support—think twice before relying on this platform.",1/5,"['I', '’', 've', 'been', 'a', 'loyal', 'Airbnb', 'user', 'for', 'over', '8', 'years', ',', 'but', 'this', 'last', 'trip', 'was', 'the', 'final', 'straw', 'that', 'led', 'me', 'to', 'close', 'my', 'account', '.', 'My', 'family', '’', 's', 'vacation', 'turned', 'into', 'a', 'stressful', 'ordeal', ',', 'primarily', 'because', 'the', 'host', '’', 's', 'property', 'was', 'far', 'from', 'child-safe', '.', '•', 'Unsafe', 'Furniture', ':', 'None', 'of', 'the', 'furniture', 'was', 'secured', 'to', 'the', 'walls', '.', 'When', 'my', '1-year-old', 'tried', 'to', 'open', 'a', 'drawer', ',', 'the', 'whole', 'piece', 'nearly', 'toppled', 'over', 'and', 'actually', 'fell', 'on', 'her', 'once', '.', 'We', 'had', 'to', 'keep', 'constant', 'watch', 'to', 'prevent', 'any', 'further', 'accidents', '.', '•', 'Injury', 'from', 'Pool', 'Card', ':', 'To', 'make', 'matters', 'worse', ',', 'a', 'metal', 'clip', 'attached', 'to', 'the', 'swimming', 'pool', 'access', 'card', 'ended', 'up', 'striking', 'my', '1-year-old', '’', 's', 'eye', ',', 'leaving', 'it', 'bruised', '.', 'We', 'were', 'extremely', 'concerned', 'about', 'potential', 'vision', 'damage', '.', '•', 'Host', '’', 's', 'False', 'Damage', 'Claims', ':', 'The', 'host', 'accused', 'us', 'of', 'damaging', 'the', 'apartment', 'and', 'demanded', 'money', ',', 'yet', 'never', 'provided', 'any', 'proof', '.', 'I', 'refused', 'to', 'pay', 'and', 'raised', 'these', 'serious', 'safety', 'concerns', 'with', 'Airbnb', '.', '•', 'Airbnb', '’', 's', 'Lack', 'of', 'Support', ':', 'Despite', 'my', 'clear', 'evidence', 'of', 'safety', 'issues', ',', 'Airbnb', 'took', 'the', 'host', '’', 's', 'side', ',', 'showed', 'no', 'real', 'concern', 'for', 'our', 'family', '’', 's', 'well-being', ',', 'and', 'ultimately', 'did', 'nothing', 'to', 'address', 'the', 'situation', '.', 'The', 'host', 'even', 'posted', 'a', 'negative', 'review', 'on', 'my', 'profile', ',', 'and', 'Airbnb', 'refused', 'to', 'remove', 'it—demonstrating', 'they', 'care', 'more', 'about', 'profits', 'than', 'about', 'prioritizing', 'guests', '’', 'safety', 'and', 'peace', 'of', 'mind', '.', 'Given', 'these', 'experiences', ',', 'I', 'can', '’', 't', ',', 'in', 'good', 'conscience', ',', 'continue', 'using', 'Airbnb', '.', 'Our', 'family', '’', 's', 'safety', 'should', 'be', 'paramount', ',', 'but', 'it', 'became', 'evident', 'that', 'was', 'not', 'Airbnb', '’', 's', 'priority', '.', 'I', '’', 've', 'chosen', 'to', 'delete', 'my', 'profile', 'and', 'will', 'never', 'book', 'through', 'Airbnb', 'again', '.', 'If', 'you', '’', 're', 'traveling', 'with', 'children—or', 'value', 'proper', 'customer', 'support—think', 'twice', 'before', 'relying', 'on', 'this', 'platform', '.']","['loyal', 'airbnb', 'user', 'years', 'last', 'trip', 'final', 'straw', 'led', 'close', 'account', 'family', 'vacation', 'turned', 'stressful', 'ordeal', 'primarily', 'host', 'property', 'far', 'unsafe', 'furniture', 'none', 'furniture', 'secured', 'walls', 'tried', 'open', 'drawer', 'whole', 'piece', 'nearly', 'toppled', 'actually', 'fell', 'keep', 'constant', 'watch', 'prevent', 'accidents', 'injury', 'pool', 'card', 'make', 'matters', 'worse', 'metal', 'clip', 'attached', 'swimming', 'pool', 'access', 'card', 'ended', 'striking', 'eye', 'leaving', 'bruised', 'extremely', 'concerned', 'potential', 'vision', 'damage', 'host', 'false', 'damage', 'claims', 'host', 'accused', 'us', 'damaging', 'apartment', 'demanded', 'money', 'yet', 'never', 'provided', 'proof', 'refused', 'pay', 'raised', 'serious', 'safety', 'concerns', 'airbnb', 'airbnb', 'lack', 'support', 'despite', 'clear', 'evidence', 'safety', 'issues', 'airbnb', 'took', 'host', 'side', 'showed', 'real', 'concern', 'family', 'ultimately', 'nothing', 'address', 'situation', 'host', 'even', 'posted', 'negative', 'review', 'profile', 'airbnb', 'refused', 'remove', 'care', 'profits', 'prioritizing', 'guests', 'safety', 'peace', 'mind', 'given', 'experiences', 'good', 'conscience', 'continue', 'using', 'airbnb', 'family', 'safety', 'paramount', 'became', 'evident', 'airbnb', 'priority', 'chosen', 'delete', 'profile', 'never', 'book', 'airbnb', 'traveling', 'value', 'proper', 'customer', 'twice', 'relying', 'platform']"
23/01/2025,"I'm generally very happy with my experience with Airbnb. Some places I have stayed have not been up to my standards of cleanliness, but I just cleaned what needed and got on with it. If I am being charged for cleaning then I don't clean too much, but I do get feedback saying that I left the accommodation in good order. Never had problems with cancellation. I always leave a review, good or bad.",4/5,"['I', ""'m"", 'generally', 'very', 'happy', 'with', 'my', 'experience', 'with', 'Airbnb', '.', 'Some', 'places', 'I', 'have', 'stayed', 'have', 'not', 'been', 'up', 'to', 'my', 'standards', 'of', 'cleanliness', ',', 'but', 'I', 'just', 'cleaned', 'what', 'needed', 'and', 'got', 'on', 'with', 'it', '.', 'If', 'I', 'am', 'being', 'charged', 'for', 'cleaning', 'then', 'I', 'do', ""n't"", 'clean', 'too', 'much', ',', 'but', 'I', 'do', 'get', 'feedback', 'saying', 'that', 'I', 'left', 'the', 'accommodation', 'in', 'good', 'order', '.', 'Never', 'had', 'problems', 'with', 'cancellation', '.', 'I', 'always', 'leave', 'a', 'review', ',', 'good', 'or', 'bad', '.']","['generally', 'happy', 'experience', 'airbnb', 'places', 'stayed', 'standards', 'cleanliness', 'cleaned', 'needed', 'got', 'charged', 'cleaning', 'clean', 'much', 'get', 'feedback', 'saying', 'left', 'accommodation', 'good', 'order', 'never', 'problems', 'cancellation', 'always', 'leave', 'review', 'good', 'bad']"
23/01/2025,"I Booked an accommodation through airbnb, that turned out to be belvilla[.]com posing as the host on airbnb.

After getting confirmation, I called the provided number by airbnb with some question about the accommodation, they then suddenly said that the accommodation was having difficulties and was being renovated and that they would cancel my stay. which has not happened yet so I might even have to fight for my money.

airbnb has got to screen their partners/hosts.",1/5,"['I', 'Booked', 'an', 'accommodation', 'through', 'airbnb', ',', 'that', 'turned', 'out', 'to', 'be', 'belvilla', '[', '.', ']', 'com', 'posing', 'as', 'the', 'host', 'on', 'airbnb', '.', 'After', 'getting', 'confirmation', ',', 'I', 'called', 'the', 'provided', 'number', 'by', 'airbnb', 'with', 'some', 'question', 'about', 'the', 'accommodation', ',', 'they', 'then', 'suddenly', 'said', 'that', 'the', 'accommodation', 'was', 'having', 'difficulties', 'and', 'was', 'being', 'renovated', 'and', 'that', 'they', 'would', 'cancel', 'my', 'stay', '.', 'which', 'has', 'not', 'happened', 'yet', 'so', 'I', 'might', 'even', 'have', 'to', 'fight', 'for', 'my', 'money', '.', 'airbnb', 'has', 'got', 'to', 'screen', 'their', 'partners/hosts', '.']","['booked', 'accommodation', 'airbnb', 'turned', 'belvilla', 'com', 'posing', 'host', 'airbnb', 'getting', 'confirmation', 'called', 'provided', 'number', 'airbnb', 'question', 'accommodation', 'suddenly', 'said', 'accommodation', 'difficulties', 'renovated', 'would', 'cancel', 'stay', 'happened', 'yet', 'might', 'even', 'fight', 'money', 'airbnb', 'got', 'screen']"
23/01/2025,"Yeah, had an extremely poor experience with a host in Chile (in which their washing machine flooded the apartment) on a nearly $400USD rental, and the host refused to refund me $100USD when I spent 2 hours preventing damage to their carpet and walls. Airbnb simply state 'they can't make the host credit anything'. So Airbnb just collects their fee and moves on? Terrible service when we were trying to do the right thing and be reasonable, but ended up with dirty clothes/towels from the cleanup; clothes that we couldn't even wash due to the broken washing machine. Thanks, Airbnb. A loyal user of over 100 stays that will now look elsewhere first before coming back.",1/5,"['Yeah', ',', 'had', 'an', 'extremely', 'poor', 'experience', 'with', 'a', 'host', 'in', 'Chile', '(', 'in', 'which', 'their', 'washing', 'machine', 'flooded', 'the', 'apartment', ')', 'on', 'a', 'nearly', '$', '400USD', 'rental', ',', 'and', 'the', 'host', 'refused', 'to', 'refund', 'me', '$', '100USD', 'when', 'I', 'spent', '2', 'hours', 'preventing', 'damage', 'to', 'their', 'carpet', 'and', 'walls', '.', 'Airbnb', 'simply', 'state', ""'they"", 'ca', ""n't"", 'make', 'the', 'host', 'credit', 'anything', ""'"", '.', 'So', 'Airbnb', 'just', 'collects', 'their', 'fee', 'and', 'moves', 'on', '?', 'Terrible', 'service', 'when', 'we', 'were', 'trying', 'to', 'do', 'the', 'right', 'thing', 'and', 'be', 'reasonable', ',', 'but', 'ended', 'up', 'with', 'dirty', 'clothes/towels', 'from', 'the', 'cleanup', ';', 'clothes', 'that', 'we', 'could', ""n't"", 'even', 'wash', 'due', 'to', 'the', 'broken', 'washing', 'machine', '.', 'Thanks', ',', 'Airbnb', '.', 'A', 'loyal', 'user', 'of', 'over', '100', 'stays', 'that', 'will', 'now', 'look', 'elsewhere', 'first', 'before', 'coming', 'back', '.']","['yeah', 'extremely', 'poor', 'experience', 'host', 'chile', 'washing', 'machine', 'flooded', 'apartment', 'nearly', 'rental', 'host', 'refused', 'refund', 'spent', 'hours', 'preventing', 'damage', 'carpet', 'walls', 'airbnb', 'simply', 'state', 'ca', 'make', 'host', 'credit', 'anything', 'airbnb', 'collects', 'fee', 'moves', 'terrible', 'service', 'trying', 'right', 'thing', 'reasonable', 'ended', 'dirty', 'cleanup', 'clothes', 'could', 'even', 'wash', 'due', 'broken', 'washing', 'machine', 'thanks', 'airbnb', 'loyal', 'user', 'stays', 'look', 'elsewhere', 'first', 'coming', 'back']"
23/01/2025,What happened to Airbnb'c customer service? They were great but over the last couple months the level of service has been going down. Now it is not any better than Booking.com. I am a host and it has been a pain to deal with them.,1/5,"['What', 'happened', 'to', 'Airbnb', ""'"", 'c', 'customer', 'service', '?', 'They', 'were', 'great', 'but', 'over', 'the', 'last', 'couple', 'months', 'the', 'level', 'of', 'service', 'has', 'been', 'going', 'down', '.', 'Now', 'it', 'is', 'not', 'any', 'better', 'than', 'Booking.com', '.', 'I', 'am', 'a', 'host', 'and', 'it', 'has', 'been', 'a', 'pain', 'to', 'deal', 'with', 'them', '.']","['happened', 'airbnb', 'c', 'customer', 'service', 'great', 'last', 'couple', 'months', 'level', 'service', 'going', 'better', 'host', 'pain', 'deal']"
23/01/2025,Rented an apartment in Sydney Australia and the apartment ended up being full of mold dripping out of the ceiling and full of cockroaches running up and down the hallway and in the bedrooms. We left and stayed at another hotel still trying to get back our 1700 dollars that was spent for the weekly stay. Airbnb will not pay a dime so I have to find an attorney. I am not going to let this go. You will be talking to India and Philippines when you need to make a claim. We are in America and cannot understand anything that these people were trying to say. Very unprofessional and they're not regulated just found out will never ever use Airbnb first and last time!!!,1/5,"['Rented', 'an', 'apartment', 'in', 'Sydney', 'Australia', 'and', 'the', 'apartment', 'ended', 'up', 'being', 'full', 'of', 'mold', 'dripping', 'out', 'of', 'the', 'ceiling', 'and', 'full', 'of', 'cockroaches', 'running', 'up', 'and', 'down', 'the', 'hallway', 'and', 'in', 'the', 'bedrooms', '.', 'We', 'left', 'and', 'stayed', 'at', 'another', 'hotel', 'still', 'trying', 'to', 'get', 'back', 'our', '1700', 'dollars', 'that', 'was', 'spent', 'for', 'the', 'weekly', 'stay', '.', 'Airbnb', 'will', 'not', 'pay', 'a', 'dime', 'so', 'I', 'have', 'to', 'find', 'an', 'attorney', '.', 'I', 'am', 'not', 'going', 'to', 'let', 'this', 'go', '.', 'You', 'will', 'be', 'talking', 'to', 'India', 'and', 'Philippines', 'when', 'you', 'need', 'to', 'make', 'a', 'claim', '.', 'We', 'are', 'in', 'America', 'and', 'can', 'not', 'understand', 'anything', 'that', 'these', 'people', 'were', 'trying', 'to', 'say', '.', 'Very', 'unprofessional', 'and', 'they', ""'re"", 'not', 'regulated', 'just', 'found', 'out', 'will', 'never', 'ever', 'use', 'Airbnb', 'first', 'and', 'last', 'time', '!', '!', '!']","['rented', 'apartment', 'sydney', 'australia', 'apartment', 'ended', 'full', 'mold', 'dripping', 'ceiling', 'full', 'cockroaches', 'running', 'hallway', 'bedrooms', 'left', 'stayed', 'another', 'hotel', 'still', 'trying', 'get', 'back', 'dollars', 'spent', 'weekly', 'stay', 'airbnb', 'pay', 'dime', 'find', 'attorney', 'going', 'let', 'go', 'talking', 'india', 'philippines', 'need', 'make', 'claim', 'america', 'understand', 'anything', 'people', 'trying', 'say', 'unprofessional', 'regulated', 'found', 'never', 'ever', 'use', 'airbnb', 'first', 'last', 'time']"
