fecha,comentario,tokens,estrellas
24/06/2025,"In 2024 i tried booking with a host. No response What so ever - even after Airbnb tried to Contact Them. This year 2025 I requested the booking in advance and reached out to the host multiple times months prior to our travel. Still no response.

I feel it is neglectful of Airbnb to allow a host to be on the platform when they don’t accept any bookings. As one of their so called ambassadors with an account that’s only praised, never any bad remarks I would have expected them to handle the situation better, but no.

Really considering never using Airbnb again, as this is the 4th time I’ve had an issue. First these two. Then a booking where we arrived and the entire house was beyond dirty and it took them 10 days to come clean, and then another time with a host who wasn’t even allowed to be a host in the complex so we dealt with a lot of angry neighbors. Only once has Airbnb stepped up to help. ONCE‼️

Airbnb is turning into a shit show. Find another way of booking because it’s either this or they’ll cancel the booking right before arrival.","['In', '2024', 'i', 'tried', 'booking', 'with', 'a', 'host', '.', 'No', 'response', 'What', 'so', 'ever', '-', 'even', 'after', 'Airbnb', 'tried', 'to', 'Contact', 'Them', '.', 'This', 'year', '2025', 'I', 'requested', 'the', 'booking', 'in', 'advance', 'and', 'reached', 'out', 'to', 'the', 'host', 'multiple', 'times', 'months', 'prior', 'to', 'our', 'travel', '.', 'Still', 'no', 'response', '.', 'I', 'feel', 'it', 'is', 'neglectful', 'of', 'Airbnb', 'to', 'allow', 'a', 'host', 'to', 'be', 'on', 'the', 'platform', 'when', 'they', 'don', '’', 't', 'accept', 'any', 'bookings', '.', 'As', 'one', 'of', 'their', 'so', 'called', 'ambassadors', 'with', 'an', 'account', 'that', '’', 's', 'only', 'praised', ',', 'never', 'any', 'bad', 'remarks', 'I', 'would', 'have', 'expected', 'them', 'to', 'handle', 'the', 'situation', 'better', ',', 'but', 'no', '.', 'Really', 'considering', 'never', 'using', 'Airbnb', 'again', ',', 'as', 'this', 'is', 'the', '4th', 'time', 'I', '’', 've', 'had', 'an', 'issue', '.', 'First', 'these', 'two', '.', 'Then', 'a', 'booking', 'where', 'we', 'arrived', 'and', 'the', 'entire', 'house', 'was', 'beyond', 'dirty', 'and', 'it', 'took', 'them', '10', 'days', 'to', 'come', 'clean', ',', 'and', 'then', 'another', 'time', 'with', 'a', 'host', 'who', 'wasn', '’', 't', 'even', 'allowed', 'to', 'be', 'a', 'host', 'in', 'the', 'complex', 'so', 'we', 'dealt', 'with', 'a', 'lot', 'of', 'angry', 'neighbors', '.', 'Only', 'once', 'has', 'Airbnb', 'stepped', 'up', 'to', 'help', '.', 'ONCE‼️', 'Airbnb', 'is', 'turning', 'into', 'a', 'shit', 'show', '.', 'Find', 'another', 'way', 'of', 'booking', 'because', 'it', '’', 's', 'either', 'this', 'or', 'they', '’', 'll', 'cancel', 'the', 'booking', 'right', 'before', 'arrival', '.']",1/5
24/06/2025,"Airbnb Protects Rule Breakers, Not Hosts

I’m a host on Airbnb, and my recent experience with their support team was deeply disappointing.

A guest booked my property claiming he would be staying with his wife. Instead, he showed up with a friend and another woman — three people instead of two, clearly planning to throw a party, which violates my house rules. I refused to check them in due to the false information.

In response, the guest left a negative review that had nothing to do with what actually happened.

I contacted Airbnb support to request the removal of this unfair review. For a week, I received nothing but automated responses. Eventually, a representative called me, but their English was extremely difficult to understand. Soon after, my case was closed without any proper explanation.

The only answer I received was:
“According to our policy, the guest acted appropriately.”

So, lying about the number of guests, breaking the rules, and posting a fake review is considered appropriate?

As a host, I feel completely unprotected. Airbnb shows no real concern for facts, fairness, or host rights.
Their policies are vague, support is unhelpful, and decisions are irrational.

This platform no longer feels like a trustworthy place for responsible hosts.","['Airbnb', 'Protects', 'Rule', 'Breakers', ',', 'Not', 'Hosts', 'I', '’', 'm', 'a', 'host', 'on', 'Airbnb', ',', 'and', 'my', 'recent', 'experience', 'with', 'their', 'support', 'team', 'was', 'deeply', 'disappointing', '.', 'A', 'guest', 'booked', 'my', 'property', 'claiming', 'he', 'would', 'be', 'staying', 'with', 'his', 'wife', '.', 'Instead', ',', 'he', 'showed', 'up', 'with', 'a', 'friend', 'and', 'another', 'woman', '—', 'three', 'people', 'instead', 'of', 'two', ',', 'clearly', 'planning', 'to', 'throw', 'a', 'party', ',', 'which', 'violates', 'my', 'house', 'rules', '.', 'I', 'refused', 'to', 'check', 'them', 'in', 'due', 'to', 'the', 'false', 'information', '.', 'In', 'response', ',', 'the', 'guest', 'left', 'a', 'negative', 'review', 'that', 'had', 'nothing', 'to', 'do', 'with', 'what', 'actually', 'happened', '.', 'I', 'contacted', 'Airbnb', 'support', 'to', 'request', 'the', 'removal', 'of', 'this', 'unfair', 'review', '.', 'For', 'a', 'week', ',', 'I', 'received', 'nothing', 'but', 'automated', 'responses', '.', 'Eventually', ',', 'a', 'representative', 'called', 'me', ',', 'but', 'their', 'English', 'was', 'extremely', 'difficult', 'to', 'understand', '.', 'Soon', 'after', ',', 'my', 'case', 'was', 'closed', 'without', 'any', 'proper', 'explanation', '.', 'The', 'only', 'answer', 'I', 'received', 'was', ':', '“', 'According', 'to', 'our', 'policy', ',', 'the', 'guest', 'acted', 'appropriately.', '”', 'So', ',', 'lying', 'about', 'the', 'number', 'of', 'guests', ',', 'breaking', 'the', 'rules', ',', 'and', 'posting', 'a', 'fake', 'review', 'is', 'considered', 'appropriate', '?', 'As', 'a', 'host', ',', 'I', 'feel', 'completely', 'unprotected', '.', 'Airbnb', 'shows', 'no', 'real', 'concern', 'for', 'facts', ',', 'fairness', ',', 'or', 'host', 'rights', '.', 'Their', 'policies', 'are', 'vague', ',', 'support', 'is', 'unhelpful', ',', 'and', 'decisions', 'are', 'irrational', '.', 'This', 'platform', 'no', 'longer', 'feels', 'like', 'a', 'trustworthy', 'place', 'for', 'responsible', 'hosts', '.']",1/5
23/06/2025,"In my opinion, if an agency cannot contact its own clients and serve its customers, then why is such an agency needed? People can book their stay directly. This is what happened to my family when we booked a place to relax for a weekend by the sea and the answer was that the owner did not have time for it and the agency with its rules could not contact him, so we were left with nothing. We waited 24 hours for a response to inform us that the stay was canceled. I would not recommend booking through Airbnb to anyone.","['In', 'my', 'opinion', ',', 'if', 'an', 'agency', 'can', 'not', 'contact', 'its', 'own', 'clients', 'and', 'serve', 'its', 'customers', ',', 'then', 'why', 'is', 'such', 'an', 'agency', 'needed', '?', 'People', 'can', 'book', 'their', 'stay', 'directly', '.', 'This', 'is', 'what', 'happened', 'to', 'my', 'family', 'when', 'we', 'booked', 'a', 'place', 'to', 'relax', 'for', 'a', 'weekend', 'by', 'the', 'sea', 'and', 'the', 'answer', 'was', 'that', 'the', 'owner', 'did', 'not', 'have', 'time', 'for', 'it', 'and', 'the', 'agency', 'with', 'its', 'rules', 'could', 'not', 'contact', 'him', ',', 'so', 'we', 'were', 'left', 'with', 'nothing', '.', 'We', 'waited', '24', 'hours', 'for', 'a', 'response', 'to', 'inform', 'us', 'that', 'the', 'stay', 'was', 'canceled', '.', 'I', 'would', 'not', 'recommend', 'booking', 'through', 'Airbnb', 'to', 'anyone', '.']",1/5
23/06/2025,"Scam, couldnt open the door, had to book a hotel instad. no refund, support ""cant help""","['Scam', ',', 'couldnt', 'open', 'the', 'door', ',', 'had', 'to', 'book', 'a', 'hotel', 'instad', '.', 'no', 'refund', ',', 'support', '``', 'cant', 'help', ""''""]",1/5
23/06/2025,"Got kicked out after a small gathering - fine, we left immediately. Then they charged me $800 for items nobody touched, items I had locked away before guests even arrived. I got charged $800 for damages that “me and my guests” made. I explained everything, but their so called “support” kept demanding “evidence” like I was supposed to predict I’d be falsely accused!! On top of that, I had to deal with a racist neighbour calling me slurs. Airbnb couldn’t care less. Absolute trash. Never using this garbage platform again.","['Got', 'kicked', 'out', 'after', 'a', 'small', 'gathering', '-', 'fine', ',', 'we', 'left', 'immediately', '.', 'Then', 'they', 'charged', 'me', '$', '800', 'for', 'items', 'nobody', 'touched', ',', 'items', 'I', 'had', 'locked', 'away', 'before', 'guests', 'even', 'arrived', '.', 'I', 'got', 'charged', '$', '800', 'for', 'damages', 'that', '“', 'me', 'and', 'my', 'guests', '”', 'made', '.', 'I', 'explained', 'everything', ',', 'but', 'their', 'so', 'called', '“', 'support', '”', 'kept', 'demanding', '“', 'evidence', '”', 'like', 'I', 'was', 'supposed', 'to', 'predict', 'I', '’', 'd', 'be', 'falsely', 'accused', '!', '!', 'On', 'top', 'of', 'that', ',', 'I', 'had', 'to', 'deal', 'with', 'a', 'racist', 'neighbour', 'calling', 'me', 'slurs', '.', 'Airbnb', 'couldn', '’', 't', 'care', 'less', '.', 'Absolute', 'trash', '.', 'Never', 'using', 'this', 'garbage', 'platform', 'again', '.']",1/5
22/06/2025,In order to secure my reservation I needed to verify my identity. I tried multiple times and it simply would not let me. My account also said I was verified when I wasn't so it wouldn't let me verify and it also wouldn't let me reserve since I wasn't. Called customer service for them to basically tell me there wasn't anything they could do. My advice is to use a website that actually works.,"['In', 'order', 'to', 'secure', 'my', 'reservation', 'I', 'needed', 'to', 'verify', 'my', 'identity', '.', 'I', 'tried', 'multiple', 'times', 'and', 'it', 'simply', 'would', 'not', 'let', 'me', '.', 'My', 'account', 'also', 'said', 'I', 'was', 'verified', 'when', 'I', 'was', ""n't"", 'so', 'it', 'would', ""n't"", 'let', 'me', 'verify', 'and', 'it', 'also', 'would', ""n't"", 'let', 'me', 'reserve', 'since', 'I', 'was', ""n't"", '.', 'Called', 'customer', 'service', 'for', 'them', 'to', 'basically', 'tell', 'me', 'there', 'was', ""n't"", 'anything', 'they', 'could', 'do', '.', 'My', 'advice', 'is', 'to', 'use', 'a', 'website', 'that', 'actually', 'works', '.']",1/5
22/06/2025,Goodbye guys. Just ask the host for photos and don’t assume their 110 transactions outweigh the customer’s 17,"['Goodbye', 'guys', '.', 'Just', 'ask', 'the', 'host', 'for', 'photos', 'and', 'don', '’', 't', 'assume', 'their', '110', 'transactions', 'outweigh', 'the', 'customer', '’', 's', '17']",1/5
22/06/2025,"Could not complete booking as would not accept a valid passport as ID. Said my money was being ( note BEING ) refunded. When I contacted them about delay a week later, only THEN did they even start the refund. Please save yourself hassle and find another way of booking.","['Could', 'not', 'complete', 'booking', 'as', 'would', 'not', 'accept', 'a', 'valid', 'passport', 'as', 'ID', '.', 'Said', 'my', 'money', 'was', 'being', '(', 'note', 'BEING', ')', 'refunded', '.', 'When', 'I', 'contacted', 'them', 'about', 'delay', 'a', 'week', 'later', ',', 'only', 'THEN', 'did', 'they', 'even', 'start', 'the', 'refund', '.', 'Please', 'save', 'yourself', 'hassle', 'and', 'find', 'another', 'way', 'of', 'booking', '.']",1/5
22/06/2025,"I booked a stay where the host tried to charge me an $80 pet fee and extra guest charges after booking. Neither fee was included in the price breakdown at checkout, as Airbnb policy requires. The host tried to sneak these in after the fact.

I provided Airbnb with clear proof: screenshots of the price breakdown, policy links, and a timeline of events. Instead of addressing this, Airbnb support:
❌ Gave me conflicting, templated responses
❌ Misrepresented their own policies
❌ Claimed that simply “mentioning” a fee in a listing made it valid (it doesn’t — fees must be included at checkout)
❌ Ignored that no proper alteration request for extra charges was ever submitted or approved

They only refunded me after I fought tooth and nail — and after trying to force me to accept a coupon I didn’t want. Their so-called senior managers closed my case with empty apologies and no accountability for the host.

If you want a booking platform that enforces its own rules and protects guests, Airbnb isn’t it.","['I', 'booked', 'a', 'stay', 'where', 'the', 'host', 'tried', 'to', 'charge', 'me', 'an', '$', '80', 'pet', 'fee', 'and', 'extra', 'guest', 'charges', 'after', 'booking', '.', 'Neither', 'fee', 'was', 'included', 'in', 'the', 'price', 'breakdown', 'at', 'checkout', ',', 'as', 'Airbnb', 'policy', 'requires', '.', 'The', 'host', 'tried', 'to', 'sneak', 'these', 'in', 'after', 'the', 'fact', '.', 'I', 'provided', 'Airbnb', 'with', 'clear', 'proof', ':', 'screenshots', 'of', 'the', 'price', 'breakdown', ',', 'policy', 'links', ',', 'and', 'a', 'timeline', 'of', 'events', '.', 'Instead', 'of', 'addressing', 'this', ',', 'Airbnb', 'support', ':', '❌', 'Gave', 'me', 'conflicting', ',', 'templated', 'responses', '❌', 'Misrepresented', 'their', 'own', 'policies', '❌', 'Claimed', 'that', 'simply', '“', 'mentioning', '”', 'a', 'fee', 'in', 'a', 'listing', 'made', 'it', 'valid', '(', 'it', 'doesn', '’', 't', '—', 'fees', 'must', 'be', 'included', 'at', 'checkout', ')', '❌', 'Ignored', 'that', 'no', 'proper', 'alteration', 'request', 'for', 'extra', 'charges', 'was', 'ever', 'submitted', 'or', 'approved', 'They', 'only', 'refunded', 'me', 'after', 'I', 'fought', 'tooth', 'and', 'nail', '—', 'and', 'after', 'trying', 'to', 'force', 'me', 'to', 'accept', 'a', 'coupon', 'I', 'didn', '’', 't', 'want', '.', 'Their', 'so-called', 'senior', 'managers', 'closed', 'my', 'case', 'with', 'empty', 'apologies', 'and', 'no', 'accountability', 'for', 'the', 'host', '.', 'If', 'you', 'want', 'a', 'booking', 'platform', 'that', 'enforces', 'its', 'own', 'rules', 'and', 'protects', 'guests', ',', 'Airbnb', 'isn', '’', 't', 'it', '.']",1/5
22/06/2025,"The house I stayed at had multiple issues including major water damage and a mouse infestation. The water damage caused us to leave. I understand that due to the long term stay policy, I technically owe the next 30 days. However, under the guest refund policy, AirBNB should refund me entirely. Instead they are continuously harassing me about further charges for the rest of the reservation. Their customer service is rude and will not help you. I’ve continuously been debating them and they keep reading me a script. All I asked was to not continue the next payments but now due to the harassment, I want all my money back. I will never recommend AirBNB to anyone.","['The', 'house', 'I', 'stayed', 'at', 'had', 'multiple', 'issues', 'including', 'major', 'water', 'damage', 'and', 'a', 'mouse', 'infestation', '.', 'The', 'water', 'damage', 'caused', 'us', 'to', 'leave', '.', 'I', 'understand', 'that', 'due', 'to', 'the', 'long', 'term', 'stay', 'policy', ',', 'I', 'technically', 'owe', 'the', 'next', '30', 'days', '.', 'However', ',', 'under', 'the', 'guest', 'refund', 'policy', ',', 'AirBNB', 'should', 'refund', 'me', 'entirely', '.', 'Instead', 'they', 'are', 'continuously', 'harassing', 'me', 'about', 'further', 'charges', 'for', 'the', 'rest', 'of', 'the', 'reservation', '.', 'Their', 'customer', 'service', 'is', 'rude', 'and', 'will', 'not', 'help', 'you', '.', 'I', '’', 've', 'continuously', 'been', 'debating', 'them', 'and', 'they', 'keep', 'reading', 'me', 'a', 'script', '.', 'All', 'I', 'asked', 'was', 'to', 'not', 'continue', 'the', 'next', 'payments', 'but', 'now', 'due', 'to', 'the', 'harassment', ',', 'I', 'want', 'all', 'my', 'money', 'back', '.', 'I', 'will', 'never', 'recommend', 'AirBNB', 'to', 'anyone', '.']",1/5
22/06/2025,"I rented a property for 3 weeks in Ohio Columbus. From the first day I reported multiple issues to the host from filthy rooms, issues with AC, non functioning equipment.

After 1 week of putting up with it I finally reached out to air bnb to complain and to request a cancellation due to the conditions. Absolutely no help whatsoever. The property was not advertised, after looking back on reviews the cleanliness was raised by other renters and clearly nothing was done but the host still maintained the super host status. Absolutely appalling behaviour from air bnb. Looking at the trust pilot reviews it seems they just dont care about there customers..shame on you air bnb","['I', 'rented', 'a', 'property', 'for', '3', 'weeks', 'in', 'Ohio', 'Columbus', '.', 'From', 'the', 'first', 'day', 'I', 'reported', 'multiple', 'issues', 'to', 'the', 'host', 'from', 'filthy', 'rooms', ',', 'issues', 'with', 'AC', ',', 'non', 'functioning', 'equipment', '.', 'After', '1', 'week', 'of', 'putting', 'up', 'with', 'it', 'I', 'finally', 'reached', 'out', 'to', 'air', 'bnb', 'to', 'complain', 'and', 'to', 'request', 'a', 'cancellation', 'due', 'to', 'the', 'conditions', '.', 'Absolutely', 'no', 'help', 'whatsoever', '.', 'The', 'property', 'was', 'not', 'advertised', ',', 'after', 'looking', 'back', 'on', 'reviews', 'the', 'cleanliness', 'was', 'raised', 'by', 'other', 'renters', 'and', 'clearly', 'nothing', 'was', 'done', 'but', 'the', 'host', 'still', 'maintained', 'the', 'super', 'host', 'status', '.', 'Absolutely', 'appalling', 'behaviour', 'from', 'air', 'bnb', '.', 'Looking', 'at', 'the', 'trust', 'pilot', 'reviews', 'it', 'seems', 'they', 'just', 'dont', 'care', 'about', 'there', 'customers', '..', 'shame', 'on', 'you', 'air', 'bnb']",1/5
22/06/2025,"I had a disappointing experience with Airbnb — not just because of the stay itself, but because of how the platform misled me during the support process.

I reported serious concerns to Airbnb early in my stay. A support representative told me I’d be eligible for a 30% refund for the entire reservation — around 20 nights — and advised me to reach back out at the end to claim it. At no point was I told that the only way to receive that refund would be by requesting it directly from the host.

Based on this information, I shaped my actions accordingly: I didn’t escalate further, didn’t press the host, and didn’t gather additional proof — trusting that Airbnb would handle it as they said.

After my stay ended, Airbnb reversed its position. They refunded me only for 2 nights and told me the rest would be up to the host. This was the first time I heard that the platform would not take responsibility for the full refund they initially promised.

If I had been given accurate information, I would have acted differently. Instead, I was misled and denied a fair outcome — not because of what happened in the apartment, but because of how Airbnb handled the situation.

Be cautious: the outcome of your case may hinge more on the individual handling it than on any transparent or reliable process.","['I', 'had', 'a', 'disappointing', 'experience', 'with', 'Airbnb', '—', 'not', 'just', 'because', 'of', 'the', 'stay', 'itself', ',', 'but', 'because', 'of', 'how', 'the', 'platform', 'misled', 'me', 'during', 'the', 'support', 'process', '.', 'I', 'reported', 'serious', 'concerns', 'to', 'Airbnb', 'early', 'in', 'my', 'stay', '.', 'A', 'support', 'representative', 'told', 'me', 'I', '’', 'd', 'be', 'eligible', 'for', 'a', '30', '%', 'refund', 'for', 'the', 'entire', 'reservation', '—', 'around', '20', 'nights', '—', 'and', 'advised', 'me', 'to', 'reach', 'back', 'out', 'at', 'the', 'end', 'to', 'claim', 'it', '.', 'At', 'no', 'point', 'was', 'I', 'told', 'that', 'the', 'only', 'way', 'to', 'receive', 'that', 'refund', 'would', 'be', 'by', 'requesting', 'it', 'directly', 'from', 'the', 'host', '.', 'Based', 'on', 'this', 'information', ',', 'I', 'shaped', 'my', 'actions', 'accordingly', ':', 'I', 'didn', '’', 't', 'escalate', 'further', ',', 'didn', '’', 't', 'press', 'the', 'host', ',', 'and', 'didn', '’', 't', 'gather', 'additional', 'proof', '—', 'trusting', 'that', 'Airbnb', 'would', 'handle', 'it', 'as', 'they', 'said', '.', 'After', 'my', 'stay', 'ended', ',', 'Airbnb', 'reversed', 'its', 'position', '.', 'They', 'refunded', 'me', 'only', 'for', '2', 'nights', 'and', 'told', 'me', 'the', 'rest', 'would', 'be', 'up', 'to', 'the', 'host', '.', 'This', 'was', 'the', 'first', 'time', 'I', 'heard', 'that', 'the', 'platform', 'would', 'not', 'take', 'responsibility', 'for', 'the', 'full', 'refund', 'they', 'initially', 'promised', '.', 'If', 'I', 'had', 'been', 'given', 'accurate', 'information', ',', 'I', 'would', 'have', 'acted', 'differently', '.', 'Instead', ',', 'I', 'was', 'misled', 'and', 'denied', 'a', 'fair', 'outcome', '—', 'not', 'because', 'of', 'what', 'happened', 'in', 'the', 'apartment', ',', 'but', 'because', 'of', 'how', 'Airbnb', 'handled', 'the', 'situation', '.', 'Be', 'cautious', ':', 'the', 'outcome', 'of', 'your', 'case', 'may', 'hinge', 'more', 'on', 'the', 'individual', 'handling', 'it', 'than', 'on', 'any', 'transparent', 'or', 'reliable', 'process', '.']",1/5
22/06/2025,"I would rate it zero if I could.
I have a very old AirBnB account that I never use
We are holiday cottage owners ers. I discovered today that an AirBnB host is fraudulently using MY mobile number. Customer services are just NOT interested. They refuse to even look at it u till I provide MY date of birth and MY payment method ( I have no idea what this is ans the account has been inactive for so many years).
I asked to speak to a supervisor. I was transferred to someone who claimed his name was Batman. He then continued to talk really weird rubbish at me. Apparently this company has no way of investigating fraud.
I am appalled. My next call is to Action Fraud to report both the host and AirBnB.","['I', 'would', 'rate', 'it', 'zero', 'if', 'I', 'could', '.', 'I', 'have', 'a', 'very', 'old', 'AirBnB', 'account', 'that', 'I', 'never', 'use', 'We', 'are', 'holiday', 'cottage', 'owners', 'ers', '.', 'I', 'discovered', 'today', 'that', 'an', 'AirBnB', 'host', 'is', 'fraudulently', 'using', 'MY', 'mobile', 'number', '.', 'Customer', 'services', 'are', 'just', 'NOT', 'interested', '.', 'They', 'refuse', 'to', 'even', 'look', 'at', 'it', 'u', 'till', 'I', 'provide', 'MY', 'date', 'of', 'birth', 'and', 'MY', 'payment', 'method', '(', 'I', 'have', 'no', 'idea', 'what', 'this', 'is', 'ans', 'the', 'account', 'has', 'been', 'inactive', 'for', 'so', 'many', 'years', ')', '.', 'I', 'asked', 'to', 'speak', 'to', 'a', 'supervisor', '.', 'I', 'was', 'transferred', 'to', 'someone', 'who', 'claimed', 'his', 'name', 'was', 'Batman', '.', 'He', 'then', 'continued', 'to', 'talk', 'really', 'weird', 'rubbish', 'at', 'me', '.', 'Apparently', 'this', 'company', 'has', 'no', 'way', 'of', 'investigating', 'fraud', '.', 'I', 'am', 'appalled', '.', 'My', 'next', 'call', 'is', 'to', 'Action', 'Fraud', 'to', 'report', 'both', 'the', 'host', 'and', 'AirBnB', '.']",1/5
22/06/2025,The aircover for the guests is total scam. We rented a place which was completely different from the description and with potentially dangerous selfbuilt electricity constructions. The support of Airbnb did not help in getting a full refund for the stay. I will never use Airbnb again,"['The', 'aircover', 'for', 'the', 'guests', 'is', 'total', 'scam', '.', 'We', 'rented', 'a', 'place', 'which', 'was', 'completely', 'different', 'from', 'the', 'description', 'and', 'with', 'potentially', 'dangerous', 'selfbuilt', 'electricity', 'constructions', '.', 'The', 'support', 'of', 'Airbnb', 'did', 'not', 'help', 'in', 'getting', 'a', 'full', 'refund', 'for', 'the', 'stay', '.', 'I', 'will', 'never', 'use', 'Airbnb', 'again']",1/5
21/06/2025,"We booked 2 bookings for elderly parents visiting London (7 months in advance), and in walking distance to our home, and both cancelled last minute. One was 4 days before the booking, one was as 1 day before the booking.

I spent over 24 hours on the phone to try and find a replacement and left without anywhere for one day, and had to pay an additional £3k for a 2 week booking. The refund policy means they only refund you the cost of the original booking (and sometimes up to 20% of the additional cost of a new booking). But, at last minute there is naturally nothing available.

The second booking cancelled 1 day before, and again we would have to pay more to find anything close to suitable.

Any other travel company would look after guests when there is something wrong with the accommodation - book something at the same or better.

Air Bnb policies mean you have to pay when a host cancels, and if you’re lucky you might find somewhere else to stay.

We didn’t find anywhere to live today, and have been left in the lurch with a refund that will arrive in 3 days.

Please don’t ever book air Bnb for any important trips you can’t afford to cancel, or if you aren’t willing and able to cover additional costs for a new booking if your host cancels.

I’ve been left in debt of over £3k, lost days and nights of sleep, and now don’t have anywhere for my mother to stay for the next week.

This is not acceptable and suggest no one books air Bnb until these policies change - hosts who cancel last minute should be required to cover the additional cost for a new booking the guests agree is the same or better than quality.

They suggested my mum stay in a 8 bedroom dorm 6 miles away from me as a replacement.

Their current policies when you book and are treated badly by bad hosts, you must cover the cost to fix what they cancel. Please keep this in mind.

Here are the two bookings who cancelled last minute to ensure you avoid them.

This host cancelled less than 1 week before a 2 week booking, booked 7 months ago. The original cost was £3,100 and we had to pay an additional £3,000+ to cover another booking that was suitable - with almost nothing available at such last minute notice for a long period in london in June. Do not book this one: “Chelsea Snug with Garden”, hosted by Jonny.

This host cancelled 1 day before arrival for a 1 week stay which originally cost £1,300, with no rationale or replies to any messages - do not book this one. Property by Capital is the managing host, “ 1 bedroom apartment in Chelsea - RCG”","['We', 'booked', '2', 'bookings', 'for', 'elderly', 'parents', 'visiting', 'London', '(', '7', 'months', 'in', 'advance', ')', ',', 'and', 'in', 'walking', 'distance', 'to', 'our', 'home', ',', 'and', 'both', 'cancelled', 'last', 'minute', '.', 'One', 'was', '4', 'days', 'before', 'the', 'booking', ',', 'one', 'was', 'as', '1', 'day', 'before', 'the', 'booking', '.', 'I', 'spent', 'over', '24', 'hours', 'on', 'the', 'phone', 'to', 'try', 'and', 'find', 'a', 'replacement', 'and', 'left', 'without', 'anywhere', 'for', 'one', 'day', ',', 'and', 'had', 'to', 'pay', 'an', 'additional', '£3k', 'for', 'a', '2', 'week', 'booking', '.', 'The', 'refund', 'policy', 'means', 'they', 'only', 'refund', 'you', 'the', 'cost', 'of', 'the', 'original', 'booking', '(', 'and', 'sometimes', 'up', 'to', '20', '%', 'of', 'the', 'additional', 'cost', 'of', 'a', 'new', 'booking', ')', '.', 'But', ',', 'at', 'last', 'minute', 'there', 'is', 'naturally', 'nothing', 'available', '.', 'The', 'second', 'booking', 'cancelled', '1', 'day', 'before', ',', 'and', 'again', 'we', 'would', 'have', 'to', 'pay', 'more', 'to', 'find', 'anything', 'close', 'to', 'suitable', '.', 'Any', 'other', 'travel', 'company', 'would', 'look', 'after', 'guests', 'when', 'there', 'is', 'something', 'wrong', 'with', 'the', 'accommodation', '-', 'book', 'something', 'at', 'the', 'same', 'or', 'better', '.', 'Air', 'Bnb', 'policies', 'mean', 'you', 'have', 'to', 'pay', 'when', 'a', 'host', 'cancels', ',', 'and', 'if', 'you', '’', 're', 'lucky', 'you', 'might', 'find', 'somewhere', 'else', 'to', 'stay', '.', 'We', 'didn', '’', 't', 'find', 'anywhere', 'to', 'live', 'today', ',', 'and', 'have', 'been', 'left', 'in', 'the', 'lurch', 'with', 'a', 'refund', 'that', 'will', 'arrive', 'in', '3', 'days', '.', 'Please', 'don', '’', 't', 'ever', 'book', 'air', 'Bnb', 'for', 'any', 'important', 'trips', 'you', 'can', '’', 't', 'afford', 'to', 'cancel', ',', 'or', 'if', 'you', 'aren', '’', 't', 'willing', 'and', 'able', 'to', 'cover', 'additional', 'costs', 'for', 'a', 'new', 'booking', 'if', 'your', 'host', 'cancels', '.', 'I', '’', 've', 'been', 'left', 'in', 'debt', 'of', 'over', '£3k', ',', 'lost', 'days', 'and', 'nights', 'of', 'sleep', ',', 'and', 'now', 'don', '’', 't', 'have', 'anywhere', 'for', 'my', 'mother', 'to', 'stay', 'for', 'the', 'next', 'week', '.', 'This', 'is', 'not', 'acceptable', 'and', 'suggest', 'no', 'one', 'books', 'air', 'Bnb', 'until', 'these', 'policies', 'change', '-', 'hosts', 'who', 'cancel', 'last', 'minute', 'should', 'be', 'required', 'to', 'cover', 'the', 'additional', 'cost', 'for', 'a', 'new', 'booking', 'the', 'guests', 'agree', 'is', 'the', 'same', 'or', 'better', 'than', 'quality', '.', 'They', 'suggested', 'my', 'mum', 'stay', 'in', 'a', '8', 'bedroom', 'dorm', '6', 'miles', 'away', 'from', 'me', 'as', 'a', 'replacement', '.', 'Their', 'current', 'policies', 'when', 'you', 'book', 'and', 'are', 'treated', 'badly', 'by', 'bad', 'hosts', ',', 'you', 'must', 'cover', 'the', 'cost', 'to', 'fix', 'what', 'they', 'cancel', '.', 'Please', 'keep', 'this', 'in', 'mind', '.', 'Here', 'are', 'the', 'two', 'bookings', 'who', 'cancelled', 'last', 'minute', 'to', 'ensure', 'you', 'avoid', 'them', '.', 'This', 'host', 'cancelled', 'less', 'than', '1', 'week', 'before', 'a', '2', 'week', 'booking', ',', 'booked', '7', 'months', 'ago', '.', 'The', 'original', 'cost', 'was', '£3,100', 'and', 'we', 'had', 'to', 'pay', 'an', 'additional', '£3,000+', 'to', 'cover', 'another', 'booking', 'that', 'was', 'suitable', '-', 'with', 'almost', 'nothing', 'available', 'at', 'such', 'last', 'minute', 'notice', 'for', 'a', 'long', 'period', 'in', 'london', 'in', 'June', '.', 'Do', 'not', 'book', 'this', 'one', ':', '“', 'Chelsea', 'Snug', 'with', 'Garden', '”', ',', 'hosted', 'by', 'Jonny', '.', 'This', 'host', 'cancelled', '1', 'day', 'before', 'arrival', 'for', 'a', '1', 'week', 'stay', 'which', 'originally', 'cost', '£1,300', ',', 'with', 'no', 'rationale', 'or', 'replies', 'to', 'any', 'messages', '-', 'do', 'not', 'book', 'this', 'one', '.', 'Property', 'by', 'Capital', 'is', 'the', 'managing', 'host', ',', '“', '1', 'bedroom', 'apartment', 'in', 'Chelsea', '-', 'RCG', '”']",1/5
